Instant,Riders,Season,Month,Hour,Holiday,Weekday,Workday,Weather,Temperature,Humidity,Wind
521,50,1,1,19,0,0,0,1,18,.3,.2836
522,35,1,1,20,0,0,0,1,16,.36,.2537
523,25,1,1,21,0,0,0,1,16,.36,.194
524,28,1,1,22,0,0,0,1,14,.38,.194
525,21,1,1,23,0,0,0,1,10,.41,.2239
526,7,1,1,0,0,1,1,1,10,.41,.194
527,1,1,1,1,0,1,1,1,9,.45,.194
528,1,1,1,3,0,1,1,1,7,.45,.2537
529,1,1,1,4,0,1,1,1,10,.48,.1343
530,5,1,1,5,0,1,1,1,10,.48,.1343
531,15,1,1,6,0,1,1,1,12,.48,.0896
532,84,1,1,7,0,1,1,1,18,.48,0
533,177,1,1,8,0,1,1,1,19,.49,0
534,102,1,1,9,0,1,1,1,21,.41,0
535,40,1,1,10,0,1,1,1,19,.42,0
536,46,1,1,11,0,1,1,1,18,.46,.1343
537,63,1,1,12,0,1,1,2,19,.42,.194
538,60,1,1,13,0,1,1,2,19,.43,.2239
539,45,1,1,14,0,1,1,2,19,.46,.2239
540,57,1,1,15,0,1,1,1,23,.4,.1642
541,70,1,1,16,0,1,1,1,21,.47,.2537
542,184,1,1,17,0,1,1,1,18,.5,.2537
543,153,1,1,18,0,1,1,1,19,.59,.194
544,106,1,1,19,0,1,1,1,21,.54,.1642
545,81,1,1,20,0,1,1,1,19,.59,.194
546,59,1,1,21,0,1,1,1,21,.63,.1642
547,35,1,1,22,0,1,1,2,19,.63,.2239
548,24,1,1,23,0,1,1,2,21,.64,.2537
549,9,1,1,0,0,2,1,2,19,.69,.2836
550,5,1,1,1,0,2,1,2,23,.69,.1642
551,2,1,1,2,0,2,1,1,21,.69,.2239
552,1,1,1,4,0,2,1,1,23,.74,.1045
553,9,1,1,5,0,2,1,1,19,.74,.2239
554,36,1,1,6,0,2,1,1,25,.74,.1045
555,108,1,1,7,0,2,1,1,21,.74,.2239
556,238,1,1,8,0,2,1,2,25,.74,.1343
557,144,1,1,9,0,2,1,2,30,.64,.0896
558,55,1,1,10,0,2,1,2,32,.6,.1045
559,61,1,1,11,0,2,1,2,32,.6,.1343
560,106,1,1,12,0,2,1,2,37,.56,.0896
561,93,1,1,13,0,2,1,2,36,.56,.1343
562,68,1,1,14,0,2,1,2,43,.45,0
563,84,1,1,15,0,2,1,2,45,.42,0
564,116,1,1,16,0,2,1,2,45,.42,0
565,222,1,1,17,0,2,1,1,43,.45,0
566,225,1,1,18,0,2,1,2,41,.49,.0896
567,146,1,1,19,0,2,1,2,34,.65,.1642
568,119,1,1,20,0,2,1,1,30,.65,.194
569,45,1,1,21,0,2,1,1,30,.65,.194
570,53,1,1,22,0,2,1,1,30,.64,.1642
571,40,1,1,23,0,2,1,2,30,.64,.1642
572,17,1,1,0,0,3,1,2,30,.69,.1343
573,5,1,1,1,0,3,1,2,32,.65,.1343
574,10,1,1,2,0,3,1,3,30,.69,.194
575,1,1,1,5,0,3,1,3,25,.86,.2836
576,8,1,1,6,0,3,1,3,25,.86,.2836
577,30,1,1,7,0,3,1,3,28,.87,.2985
578,72,1,1,8,0,3,1,3,28,.87,.2985
579,58,1,1,9,0,3,1,3,28,.87,.2985
580,28,1,1,10,0,3,1,3,28,.93,.2836
581,41,1,1,11,0,3,1,3,27,.93,.3284
582,48,1,1,12,0,3,1,3,27,.93,.3284
583,47,1,1,13,0,3,1,3,27,.93,.3284
584,36,1,1,14,0,3,1,3,27,.93,.3582
585,43,1,1,15,0,3,1,3,25,.93,.4627
586,36,1,1,16,0,3,1,4,27,.93,.3284
587,26,1,1,17,0,3,1,3,25,.93,.3582
588,24,1,1,16,0,4,1,1,30,.55,.194
589,84,1,1,17,0,4,1,1,32,.55,.1045
590,104,1,1,18,0,4,1,1,30,.69,.0896
591,79,1,1,19,0,4,1,1,30,.69,.0896
592,59,1,1,20,0,4,1,1,28,.74,.0896
593,38,1,1,21,0,4,1,1,28,.74,.0896
594,27,1,1,22,0,4,1,1,28,.74,.0896
595,16,1,1,23,0,4,1,1,27,.8,.1642
596,9,1,1,0,0,5,1,2,28,.75,.1343
597,3,1,1,1,0,5,1,2,28,.75,.1343
598,2,1,1,2,0,5,1,2,28,.75,.1642
599,1,1,1,3,0,5,1,2,30,.75,.1045
600,4,1,1,5,0,5,1,2,28,.8,.1045
601,16,1,1,6,0,5,1,2,27,.8,.1343
602,60,1,1,7,0,5,1,2,27,.86,.0896
603,157,1,1,8,0,5,1,2,27,.86,.0896
604,101,1,1,9,0,5,1,3,28,.86,.0896
605,49,1,1,10,0,5,1,3,28,.86,.1045
606,30,1,1,11,0,5,1,3,28,.93,.1045
607,29,1,1,12,0,5,1,3,28,.93,.1045
608,31,1,1,13,0,5,1,3,28,.93,.1045
609,38,1,1,14,0,5,1,3,36,.8,0
610,41,1,1,15,0,5,1,2,34,.86,0
611,80,1,1,16,0,5,1,1,36,.8,0
612,149,1,1,17,0,5,1,1,32,.75,.1343
613,109,1,1,18,0,5,1,1,30,.75,.194
614,89,1,1,19,0,5,1,2,32,.75,.1343
615,62,1,1,20,0,5,1,2,30,.7,.194
616,58,1,1,21,0,5,1,2,30,.75,.1343
617,26,1,1,22,0,5,1,1,28,.65,.3582
618,23,1,1,23,0,5,1,1,30,.6,.2239
619,28,1,1,0,0,6,0,1,27,.64,.3582
620,20,1,1,1,0,6,0,1,30,.64,.194
621,15,1,1,2,0,6,0,1,30,.64,.1642
622,8,1,1,3,0,6,0,1,28,.64,.1343
623,3,1,1,4,0,6,0,1,25,.69,.1045
624,2,1,1,6,0,6,0,1,25,.64,.1343
625,5,1,1,7,0,6,0,1,25,.59,.1045
626,34,1,1,8,0,6,0,1,27,.55,.1642
627,34,1,1,9,0,6,0,1,28,.59,.0896
628,55,1,1,10,0,6,0,2,28,.64,.1045
629,64,1,1,11,0,6,0,2,27,.64,.1343
630,78,1,1,12,0,6,0,2,27,.59,.194
631,65,1,1,13,0,6,0,2,30,.55,.1642
632,99,1,1,14,0,6,0,2,30,.6,.1343
633,120,1,1,15,0,6,0,1,28,.69,.2537
634,107,1,1,16,0,6,0,1,32,.6,.1642
635,91,1,1,17,0,6,0,1,37,.6,0
636,68,1,1,18,0,6,0,1,30,.69,.1343
637,58,1,1,19,0,6,0,2,28,.69,.2537
638,43,1,1,20,0,6,0,1,28,.74,.0896
639,36,1,1,21,0,6,0,1,28,.74,.0896
640,32,1,1,22,0,6,0,1,27,.8,.0896
641,33,1,1,23,0,6,0,1,27,.8,.0896
642,33,1,1,0,0,0,0,1,25,.8,.1045
643,29,1,1,1,0,0,0,1,28,.8,0
644,11,1,1,2,0,0,0,1,30,.8,0
645,8,1,1,3,0,0,0,1,28,.93,0
646,1,1,1,4,0,0,0,1,28,.93,0
647,3,1,1,5,0,0,0,1,28,.86,0
648,3,1,1,7,0,0,0,1,28,.86,0
649,12,1,1,8,0,0,0,2,28,.86,0
650,38,1,1,9,0,0,0,2,30,.8,0
651,64,1,1,10,0,0,0,2,32,.8,0
652,59,1,1,11,0,0,0,1,36,.75,0
653,97,1,1,12,0,0,0,1,41,.52,.1045
654,84,1,1,13,0,0,0,1,37,.61,.1045
655,122,1,1,14,0,0,0,1,39,.61,.0896
656,109,1,1,15,0,0,0,1,43,.56,0
657,123,1,1,16,0,0,0,1,43,.56,0
658,77,1,1,17,0,0,0,1,37,.56,.194
659,65,1,1,18,0,0,0,1,34,.65,.1642
660,55,1,1,19,0,0,0,1,34,.65,.194
661,33,1,1,20,0,0,0,2,36,.65,.1045
662,28,1,1,21,0,0,0,2,32,.7,.1642
663,21,1,1,22,0,0,0,2,30,.7,.194
664,21,1,1,23,0,0,0,2,28,.65,.2836
665,7,1,1,0,0,1,1,2,30,.65,.2239
666,7,1,1,1,0,1,1,1,28,.64,.2537
667,1,1,1,2,0,1,1,1,30,.64,.194
668,2,1,1,3,0,1,1,1,30,.64,.194
669,2,1,1,4,0,1,1,1,27,.59,.2239
670,8,1,1,5,0,1,1,1,23,.64,.2836
671,37,1,1,6,0,1,1,1,19,.69,.3284
672,72,1,1,7,0,1,1,2,19,.64,.2836
673,185,1,1,8,0,1,1,2,19,.59,.2836
674,112,1,1,9,0,1,1,2,19,.59,.2985
675,69,1,1,10,0,1,1,2,21,.59,.194
676,48,1,1,11,0,1,1,2,21,.59,.194
677,68,1,1,12,0,1,1,2,28,.55,.1045
678,54,1,1,13,0,1,1,2,30,.59,0
679,86,1,1,14,0,1,1,2,27,.55,.1343
680,44,1,1,15,0,1,1,2,25,.59,.1343
681,86,1,1,16,0,1,1,2,25,.56,.194
682,161,1,1,17,0,1,1,2,21,.59,.194
683,156,1,1,18,0,1,1,2,21,.55,.2239
684,111,1,1,19,0,1,1,1,41,.61,.1045
685,78,1,1,20,0,1,1,3,23,.59,.1642
686,56,1,1,21,0,1,1,3,27,.59,.0896
687,34,1,1,22,0,1,1,2,25,.59,.1045
688,17,1,1,23,0,1,1,2,27,.64,.0896
689,8,1,2,0,0,2,1,2,25,.64,.1045
690,3,1,2,1,0,2,1,2,25,.69,.1045
691,2,1,2,2,0,2,1,2,30,.69,0
692,2,1,2,3,0,2,1,2,30,.69,0
693,3,1,2,5,0,2,1,3,28,.93,0
694,22,1,2,6,0,2,1,3,28,.93,0
695,52,1,2,7,0,2,1,3,30,.93,0
696,135,1,2,8,0,2,1,3,30,.93,0
697,116,1,2,9,0,2,1,2,30,.93,0
698,47,1,2,10,0,2,1,2,30,.93,0
699,51,1,2,11,0,2,1,2,32,.86,0
700,55,1,2,12,0,2,1,2,34,.86,0
701,52,1,2,13,0,2,1,2,34,.86,0
702,54,1,2,14,0,2,1,2,34,.8,.0896
703,52,1,2,15,0,2,1,2,37,.75,0
704,64,1,2,16,0,2,1,2,32,.75,.1343
705,176,1,2,17,0,2,1,2,37,.75,0
706,168,1,2,18,0,2,1,2,34,.81,.1045
707,108,1,2,19,0,2,1,2,32,.81,.1343
708,74,1,2,20,0,2,1,2,30,.87,.1343
709,64,1,2,21,0,2,1,2,30,.87,.1343
710,36,1,2,22,0,2,1,2,34,.87,.0896
711,16,1,2,23,0,2,1,3,27,.93,.194
712,2,1,2,0,0,3,1,3,32,.93,.1045
713,3,1,2,1,0,3,1,3,30,.93,.194
714,4,1,2,2,0,3,1,3,30,.93,.1343
715,1,1,2,3,0,3,1,3,30,.93,.1343
716,1,1,2,4,0,3,1,3,28,.93,.2836
717,3,1,2,5,0,3,1,3,32,.93,.1045
718,18,1,2,6,0,3,1,3,32,.93,.1045
719,49,1,2,7,0,3,1,3,28,.93,.2239
720,155,1,2,8,0,3,1,3,28,.93,.2239
721,123,1,2,9,0,3,1,2,34,.93,.0896
722,61,1,2,10,0,3,1,2,36,1,0
723,52,1,2,11,0,3,1,2,30,.93,.194
724,64,1,2,12,0,3,1,2,30,.93,.2239
725,75,1,2,13,0,3,1,1,43,.93,.1642
726,63,1,2,14,0,3,1,1,50,.82,.3881
727,76,1,2,15,0,3,1,1,50,.76,.3284
728,103,1,2,16,0,3,1,1,43,.71,.2985
729,190,1,2,17,0,3,1,1,41,.53,.5224
730,182,1,2,18,0,3,1,1,37,.42,.5522
731,91,1,2,19,0,3,1,1,32,.45,.4925
732,75,1,2,20,0,3,1,1,27,.48,.5522
733,63,1,2,21,0,3,1,1,27,.47,.3284
734,40,1,2,22,0,3,1,1,28,.44,.2537
735,32,1,2,23,0,3,1,1,23,.44,.4478
736,12,1,2,0,0,4,1,1,23,.4,.4478
737,5,1,2,1,0,4,1,1,21,.44,.5224
738,2,1,2,2,0,4,1,1,23,.43,.2537
739,1,1,2,3,0,4,1,1,23,.43,.2537
740,2,1,2,5,0,4,1,1,19,.5,.2985
741,39,1,2,6,0,4,1,1,19,.43,.3582
742,87,1,2,7,0,4,1,1,18,.5,.3284
743,188,1,2,8,0,4,1,1,18,.5,.3582
744,133,1,2,9,0,4,1,1,19,.47,.2985
745,52,1,2,10,0,4,1,1,21,.43,.3284
746,64,1,2,11,0,4,1,1,19,.43,.4478
747,69,1,2,12,0,4,1,1,25,.4,.3582
748,51,1,2,13,0,4,1,1,23,.4,.4179
749,47,1,2,14,0,4,1,1,27,.37,.3881
750,60,1,2,15,0,4,1,1,27,.37,.3284
751,78,1,2,16,0,4,1,1,28,.37,.2537
752,175,1,2,17,0,4,1,1,27,.4,.194
753,147,1,2,18,0,4,1,1,28,.4,.1642
754,96,1,2,19,0,4,1,1,34,.4,0
755,109,1,2,20,0,4,1,1,30,.47,.0896
756,54,1,2,21,0,4,1,1,28,.55,.1045
757,41,1,2,22,0,4,1,1,28,.51,.0896
758,38,1,2,23,0,4,1,1,30,.47,.1045
759,13,1,2,0,0,5,1,2,34,.44,0
760,7,1,2,1,0,5,1,2,30,.59,0
761,1,1,2,2,0,5,1,2,23,.63,.1045
762,1,1,2,3,0,5,1,2,23,.63,.1045
763,7,1,2,5,0,5,1,2,21,.63,.1343
764,28,1,2,6,0,5,1,2,30,.55,0
765,87,1,2,7,0,5,1,1,28,.59,0
766,220,1,2,8,0,5,1,1,21,.74,.1343
767,127,1,2,9,0,5,1,2,25,.8,.1343
768,51,1,2,10,0,5,1,2,28,.51,.1343
769,64,1,2,11,0,5,1,1,30,.51,.1642
770,86,1,2,12,0,5,1,2,32,.48,.1642
771,82,1,2,13,0,5,1,2,34,.5,.2239
772,91,1,2,14,0,5,1,2,36,.45,.1642
773,90,1,2,15,0,5,1,2,36,.48,.2537
774,99,1,2,16,0,5,1,2,37,.42,.2239
775,205,1,2,17,0,5,1,2,36,.56,.1343
776,155,1,2,18,0,5,1,2,34,.6,.1045
777,103,1,2,19,0,5,1,2,32,.65,.1343
778,71,1,2,20,0,5,1,2,32,.65,.1642
779,43,1,2,21,0,5,1,2,32,.7,.1642
780,46,1,2,22,0,5,1,2,32,.65,.1642
781,31,1,2,23,0,5,1,2,32,.7,.1343
782,39,1,2,0,0,6,0,2,32,.7,.1642
783,18,1,2,1,0,6,0,2,32,.65,.1642
784,17,1,2,2,0,6,0,2,32,.75,.1642
785,11,1,2,3,0,6,0,2,32,.75,.1642
786,8,1,2,4,0,6,0,3,30,.93,.1343
787,9,1,2,5,0,6,0,3,30,1,.0896
788,4,1,2,6,0,6,0,3,34,1,0
789,4,1,2,7,0,6,0,3,34,.93,.0896
790,10,1,2,8,0,6,0,3,30,1,.0896
791,20,1,2,9,0,6,0,3,30,1,.0896
792,34,1,2,10,0,6,0,3,28,1,.1343
793,47,1,2,11,0,6,0,3,30,1,.1343
794,52,1,2,12,0,6,0,3,30,1,.1642
795,72,1,2,13,0,6,0,3,30,1,.1642
796,55,1,2,14,0,6,0,3,36,1,0
797,60,1,2,15,0,6,0,3,36,1,0
798,71,1,2,16,0,6,0,3,30,1,.1343
799,78,1,2,17,0,6,0,2,28,1,.2836
800,83,1,2,18,0,6,0,2,32,.93,.4478
801,84,1,2,19,0,6,0,2,32,.93,.4478
802,69,1,2,20,0,6,0,1,37,.87,.2537
803,56,1,2,21,0,6,0,1,34,1,.194
804,45,1,2,22,0,6,0,1,36,.93,.1343
805,59,1,2,23,0,6,0,1,34,.93,.2239
806,39,1,2,0,0,0,0,1,34,.7,.194
807,44,1,2,1,0,0,0,1,30,.65,.4179
808,20,1,2,2,0,0,0,1,30,.6,.3284
809,13,1,2,3,0,0,0,1,37,.6,.0896
810,2,1,2,4,0,0,0,1,30,.6,.3582
811,1,1,2,5,0,0,0,1,34,.6,.2239
812,1,1,2,6,0,0,0,1,34,.6,.2239
813,8,1,2,7,0,0,0,1,32,.65,.1642
814,23,1,2,8,0,0,0,1,34,.65,.1045
815,45,1,2,9,0,0,0,1,37,.56,.1045
816,89,1,2,10,0,0,0,1,37,.52,.2537
817,117,1,2,11,0,0,0,1,39,.49,.2537
818,174,1,2,12,0,0,0,1,43,.46,0
819,182,1,2,13,0,0,0,1,46,.46,0
820,161,1,2,14,0,0,0,1,45,.46,.0896
821,182,1,2,15,0,0,0,1,45,.46,.0896
822,157,1,2,16,0,0,0,1,45,.49,.1045
823,121,1,2,17,0,0,0,1,46,.46,0
824,78,1,2,18,0,0,0,1,39,.56,.1642
825,21,1,2,19,0,0,0,1,37,.61,.1343
826,26,1,2,20,0,0,0,1,37,.61,.1045
827,27,1,2,21,0,0,0,1,39,.6,0
828,62,1,2,22,0,0,0,1,39,.6,0
829,30,1,2,23,0,0,0,1,37,.65,0
830,15,1,2,0,0,1,1,1,37,.65,0
831,5,1,2,1,0,1,1,1,36,.75,0
832,3,1,2,2,0,1,1,1,34,.8,0
833,1,1,2,3,0,1,1,1,34,.86,0
834,2,1,2,4,0,1,1,1,34,.86,0
835,10,1,2,5,0,1,1,1,34,.86,0
836,30,1,2,6,0,1,1,1,32,.93,0
837,95,1,2,7,0,1,1,1,32,.86,0
838,230,1,2,8,0,1,1,2,30,1,0
839,118,1,2,9,0,1,1,1,36,.8,0
840,55,1,2,10,0,1,1,1,34,.75,.1045
841,47,1,2,11,0,1,1,1,41,.65,.0896
842,66,1,2,12,0,1,1,2,45,.62,0
843,64,1,2,13,0,1,1,2,46,.57,.0896
844,60,1,2,14,0,1,1,2,46,.57,.0896
845,50,1,2,15,0,1,1,2,50,.54,.0896
846,114,1,2,16,0,1,1,2,45,.57,.1343
847,216,1,2,17,0,1,1,2,41,.7,.1642
848,175,1,2,18,0,1,1,2,43,.66,.1343
849,128,1,2,19,0,1,1,2,45,.7,0
850,88,1,2,20,0,1,1,2,43,.7,.1045
851,78,1,2,21,0,1,1,1,45,.7,0
852,37,1,2,22,0,1,1,1,39,.81,.0896
853,25,1,2,23,0,1,1,2,43,.81,0
854,10,1,2,0,0,2,1,2,41,.87,0
855,4,1,2,1,0,2,1,2,41,.87,0
856,2,1,2,2,0,2,1,2,36,.93,.1045
857,1,1,2,3,0,2,1,3,36,.93,.1642
858,3,1,2,4,0,2,1,1,34,.93,.1642
859,2,1,2,5,0,2,1,1,30,.81,.3284
860,39,1,2,6,0,2,1,1,30,.7,.3284
861,100,1,2,7,0,2,1,1,27,.65,.4179
862,243,1,2,8,0,2,1,1,27,.56,.4925
863,135,1,2,9,0,2,1,1,27,.52,.4925
864,48,1,2,10,0,2,1,1,25,.47,.5522
865,50,1,2,11,0,2,1,1,25,.47,.4627
866,65,1,2,12,0,2,1,1,27,.38,.4925
867,50,1,2,13,0,2,1,2,27,.32,.4478
868,64,1,2,14,0,2,1,1,27,.37,.4179
869,51,1,2,15,0,2,1,1,27,.35,.3881
870,83,1,2,16,0,2,1,1,25,.35,.5224
871,176,1,2,17,0,2,1,1,25,.32,.5821
872,152,1,2,18,0,2,1,1,25,.32,.3881
873,101,1,2,19,0,2,1,1,18,.4,.4627
874,56,1,2,20,0,2,1,1,19,.4,.3284
875,54,1,2,21,0,2,1,1,16,.33,.4627
876,29,1,2,22,0,2,1,1,16,.33,.3582
877,12,1,2,23,0,2,1,1,16,.33,.3284
878,17,1,2,0,0,3,1,1,12,.36,.3582
879,7,1,2,1,0,3,1,1,16,.36,.2239
880,3,1,2,2,0,3,1,1,12,.38,.2836
881,2,1,2,3,0,3,1,1,12,.45,.1343
882,7,1,2,5,0,3,1,1,16,.45,.1045
883,43,1,2,6,0,3,1,1,21,.45,0
884,99,1,2,7,0,3,1,1,16,.49,.1045
885,199,1,2,8,0,3,1,1,19,.42,0
886,123,1,2,9,0,3,1,1,19,.39,.1642
887,59,1,2,10,0,3,1,1,25,.36,0
888,41,1,2,11,0,3,1,2,21,.43,.1642
889,61,1,2,12,0,3,1,2,25,.4,.2239
890,69,1,2,13,0,3,1,1,23,.4,.2537
891,58,1,2,14,0,3,1,1,25,.34,.2985
892,64,1,2,15,0,3,1,2,25,.34,.2836
893,79,1,2,16,0,3,1,2,27,.37,.2537
894,166,1,2,17,0,3,1,2,27,.34,.2537
895,170,1,2,18,0,3,1,2,23,.47,.2985
896,88,1,2,19,0,3,1,3,18,.86,.2537
897,84,1,2,20,0,3,1,3,21,.86,.1642
898,83,1,2,21,0,3,1,2,21,.86,.1642
899,46,1,2,22,0,3,1,3,23,.8,.1642
900,37,1,2,23,0,3,1,3,21,.8,.194
901,16,1,2,0,0,4,1,3,19,.86,.194
902,7,1,2,1,0,4,1,3,21,.8,.1343
903,3,1,2,2,0,4,1,3,21,.8,.1343
904,1,1,2,4,0,4,1,2,19,.59,.2239
905,6,1,2,5,0,4,1,2,18,.5,.2239
906,26,1,2,6,0,4,1,2,18,.54,.2836
907,99,1,2,7,0,4,1,1,12,.5,.4179
908,178,1,2,8,0,4,1,1,12,.49,.3284
909,122,1,2,9,0,4,1,1,16,.42,.3582
910,35,1,2,10,0,4,1,1,16,.42,.2985
911,45,1,2,11,0,4,1,1,18,.39,.3582
912,69,1,2,12,0,4,1,1,19,.34,.3881
913,62,1,2,13,0,4,1,1,23,.29,.2985
914,48,1,2,14,0,4,1,1,25,.27,.2836
915,50,1,2,15,0,4,1,1,27,.25,.2537
916,80,1,2,16,0,4,1,1,25,.27,.2985
917,165,1,2,17,0,4,1,1,25,.26,.194
918,160,1,2,18,0,4,1,1,25,.28,.1343
919,112,1,2,19,0,4,1,1,23,.28,.1045
920,97,1,2,20,0,4,1,1,25,.31,.0896
921,72,1,2,21,0,4,1,1,28,.39,0
922,51,1,2,22,0,4,1,1,27,.39,0
923,34,1,2,23,0,4,1,1,21,.42,.1045
924,14,1,2,0,0,5,1,1,19,.49,.1045
925,7,1,2,1,0,5,1,1,19,.54,.0896
926,3,1,2,2,0,5,1,1,19,.54,.0896
927,4,1,2,5,0,5,1,1,18,.63,.0896
928,24,1,2,6,0,5,1,1,25,.68,0
929,74,1,2,7,0,5,1,1,23,.73,0
930,216,1,2,8,0,5,1,1,18,.74,.1642
931,140,1,2,9,0,5,1,1,18,.74,.2239
932,44,1,2,10,0,5,1,1,19,.69,.194
933,64,1,2,11,0,5,1,1,30,.47,.1343
934,71,1,2,12,0,5,1,1,30,.47,.1343
935,110,1,2,13,0,5,1,1,30,.35,.194
936,84,1,2,14,0,5,1,1,37,.26,.2537
937,74,1,2,15,0,5,1,1,41,.21,.1642
938,125,1,2,16,0,5,1,1,37,.28,.194
939,211,1,2,17,0,5,1,1,43,.24,0
940,174,1,2,18,0,5,1,1,41,.28,0
941,101,1,2,19,0,5,1,1,39,.33,0
942,63,1,2,20,0,5,1,1,30,.55,.1343
943,47,1,2,21,0,5,1,1,28,.59,.1343
944,43,1,2,22,0,5,1,1,30,.64,.0896
945,53,1,2,23,0,5,1,1,32,.69,0
946,30,1,2,0,0,6,0,1,27,.69,.0896
947,24,1,2,1,0,6,0,1,28,.86,0
948,15,1,2,2,0,6,0,1,28,.8,0
949,10,1,2,3,0,6,0,1,27,.8,0
950,4,1,2,4,0,6,0,1,23,.74,.0896
951,1,1,2,5,0,6,0,1,23,.74,.0896
952,2,1,2,6,0,6,0,1,19,.93,.194
953,11,1,2,7,0,6,0,1,21,.8,.1045
954,30,1,2,8,0,6,0,1,21,.86,.1343
955,43,1,2,9,0,6,0,1,25,.64,.1343
956,84,1,2,10,0,6,0,1,28,.41,.2537
957,114,1,2,11,0,6,0,1,36,.28,.3284
958,120,1,2,12,0,6,0,1,36,.39,.4627
959,135,1,2,13,0,6,0,1,36,.39,.4179
960,120,1,2,14,0,6,0,1,41,.31,.2836
961,174,1,2,15,0,6,0,1,39,.29,.4179
962,145,1,2,16,0,6,0,1,39,.29,.4179
963,137,1,2,17,0,6,0,1,37,.31,.5224
964,64,1,2,18,0,6,0,1,34,.38,.3284
965,41,1,2,19,0,6,0,1,36,.38,.1642
966,40,1,2,20,0,6,0,1,34,.41,.2239
967,51,1,2,21,0,6,0,1,39,.41,0
968,45,1,2,22,0,6,0,1,34,.44,.0896
969,32,1,2,23,0,6,0,1,30,.51,.1343
970,39,1,2,0,0,0,0,1,30,.64,.1045
971,24,1,2,1,0,0,0,1,30,.59,.0896
972,20,1,2,2,0,0,0,2,30,.75,.0896
973,12,1,2,3,0,0,0,2,30,.69,.1045
974,2,1,2,4,0,0,0,2,28,.69,.1642
975,5,1,2,6,0,0,0,2,28,.69,.1343
976,3,1,2,7,0,0,0,2,36,.55,0
977,12,1,2,8,0,0,0,2,30,.64,.194
978,47,1,2,9,0,0,0,2,30,.6,.2239
979,105,1,2,10,0,0,0,1,36,.45,.3284
980,112,1,2,11,0,0,0,1,37,.39,.4478
981,152,1,2,12,0,0,0,1,41,.32,.4627
982,154,1,2,13,0,0,0,1,50,.29,.3582
983,161,1,2,14,0,0,0,2,52,.3,.4179
984,162,1,2,15,0,0,0,2,52,.3,.2985
985,134,1,2,16,0,0,0,2,54,.28,.3284
986,125,1,2,17,0,0,0,1,54,.28,.3284
987,95,1,2,18,0,0,0,1,52,.32,.2985
988,61,1,2,19,0,0,0,1,52,.35,.2836
989,47,1,2,20,0,0,0,1,52,.35,.3284
990,51,1,2,21,0,0,0,1,52,.35,.3582
991,36,1,2,22,0,0,0,1,52,.35,.2985
992,30,1,2,23,0,0,0,1,52,.35,.3582
993,11,1,2,0,0,1,1,1,50,.37,.3582
994,7,1,2,1,0,1,1,1,50,.37,.3582
995,2,1,2,2,0,1,1,1,43,.4,.2985
996,2,1,2,3,0,1,1,1,41,.46,.2239
997,2,1,2,4,0,1,1,1,39,.53,.2836
998,3,1,2,5,0,1,1,1,39,.53,.2836
999,26,1,2,6,0,1,1,1,39,.46,.2985
1000,98,1,2,7,0,1,1,1,39,.46,.2985
1001,256,1,2,8,0,1,1,1,50,.4,.4627
1002,130,1,2,9,0,1,1,1,52,.37,.3881
1003,55,1,2,10,0,1,1,1,55,.33,.2239
1004,53,1,2,11,0,1,1,1,63,.23,.2537
1005,126,1,2,12,0,1,1,1,66,.22,.4478
1006,120,1,2,13,0,1,1,1,68,.19,.3881
1007,90,1,2,14,0,1,1,1,73,.15,.4925
1008,90,1,2,15,0,1,1,1,66,.21,.6567
1009,118,1,2,16,0,1,1,1,63,.27,.4627
1010,243,1,2,17,0,1,1,1,57,.33,.6119
1011,205,1,2,18,0,1,1,1,52,.4,.6119
1012,98,1,2,19,0,1,1,1,50,.43,.4925
1013,70,1,2,20,0,1,1,1,41,.46,.4627
1014,43,1,2,21,0,1,1,1,41,.5,.5224
1015,45,1,2,22,0,1,1,1,37,.46,.6567
1016,20,1,2,23,0,1,1,1,37,.49,.4925
1017,19,1,2,0,0,2,1,1,36,.49,.4179
1018,5,1,2,1,0,2,1,1,32,.42,.7761
1019,3,1,2,2,0,2,1,1,30,.41,.6866
1020,1,1,2,4,0,2,1,1,25,.37,.5224
1021,4,1,2,5,0,2,1,1,25,.32,.4627
1022,30,1,2,6,0,2,1,1,25,.32,.3284
1023,105,1,2,7,0,2,1,1,25,.32,.3582
1024,223,1,2,8,0,2,1,1,25,.32,.3582
1025,110,1,2,9,0,2,1,1,27,.29,.4478
1026,52,1,2,10,0,2,1,1,28,.27,.2836
1027,57,1,2,11,0,2,1,1,32,.25,.2537
1028,71,1,2,12,0,2,1,1,36,.24,.2537
1029,82,1,2,13,0,2,1,1,39,.21,.2239
1030,79,1,2,14,0,2,1,1,41,.19,.2239
1031,85,1,2,15,0,2,1,1,43,.19,.1642
1032,98,1,2,16,0,2,1,1,41,.19,.2537
1033,206,1,2,17,0,2,1,1,39,.22,.2239
1034,212,1,2,18,0,2,1,1,39,.22,.1343
1035,145,1,2,19,0,2,1,1,37,.26,.1343
1036,101,1,2,20,0,2,1,1,36,.33,.1045
1037,66,1,2,21,0,2,1,1,37,.52,0
1038,41,1,2,22,0,2,1,1,37,.44,0
1039,20,1,2,23,0,2,1,2,34,.44,.0896
1040,15,1,2,0,0,3,1,1,34,.41,.0896
1041,9,1,2,1,0,3,1,1,30,.44,.0896
1042,1,1,2,3,0,3,1,2,27,.47,.194
1043,1,1,2,4,0,3,1,1,27,.51,.194
